,Unnamed: 0,text,created,re,fav,followC,sn,pic,polarity,subjectivity,analyzer,atCompany,inReply,textClean,week,year,ats,pounds,links,sent
2756,2756,@BLeonardi1 Hey Brittany! Thanks for the love! We hope to be seeing you soon for some breakfast 😍,13,1,0,3579034,0,0,0.4125,0.4,0.8906,0.0,1.0,"['bleonard', 'hey', 'brittany', 'thank', 'lov', 'hop', 'see', 'soon', 'breakfast']",13.0,2018.0,1,0,0,-0.15106060700736795
2757,2757,@JustKillaCam We agree Cam! We’ve heard it’s literally the whole reason people say GOOD morning :),13,1,1,3579034,0,0,0.4666666666666666,0.6666666666666666,0.8564,0.0,1.0,"['justkillacam', 'agr', 'cam', 'wev', 'heard', 'lit', 'whol', 'reason', 'peopl', 'say', 'good', 'morn']",13.0,2018.0,1,0,0,-0.12626589360973361
2758,2758,@kaela_xoxo You're the best ever Kaela!,13,1,1,3579034,0,0,1.0,0.3,0.6696,0.0,1.0,"['kaelaxoxo', 'yo', 'best', 'ev', 'kael']",13.0,2018.0,1,0,0,-0.11931203185834371
2759,2759,@elimaurer Aw that’s great news Eli! We think you and the Cheeseburger make a perfect team!,13,1,0,3579034,0,0,1.0,0.875,0.855,0.0,1.0,"['elima', 'aw', 'that', 'gre', 'new', 'el', 'think', 'cheeseburg', 'mak', 'perfect', 'team']",13.0,2018.0,1,0,0,-0.10185662765614834
2760,2760,@lil_enchantress That sounds good to us!,13,1,0,3579034,0,0,0.875,0.6000000000000001,0.4926,0.0,1.0,"['lilenchantress', 'sound', 'good', 'us']",13.0,2018.0,1,0,0,-0.07077940044256198
2761,2761,@yoitsjodoe We are always craving the opportunity to see more of you. :),13,2,1,3579034,0,0,0.5,0.75,0.7239,0.0,1.0,"['yoitsjodo', 'alway', 'crav', 'opportun', 'see']",13.0,2018.0,1,0,0,-0.09655685674294967
2762,2762,@matthewtaylor_8 Hey Matthew! Individual Owner/Operators make some decisions in regard to their business includin… https://t.co/VbuyJjAmkP,13,1,0,3579034,0,0,0.0,0.4,0.0,0.0,1.0,"['matthewtayl', 'hey', 'matthew', 'individ', 'ownerop', 'mak', 'decid', 'regard', 'busy', 'includin', 'httpstcovbuyjjamkp']",13.0,2018.0,1,0,1,-0.022864822654593296
2763,2763,@tdgrace23 Good things come to those who wait but better things come to those who act fast! Hope to see you soon!,13,1,2,3579034,0,0,0.5041666666666667,0.5666666666666668,0.8816,0.0,1.0,"['tdgrace', 'good', 'thing', 'com', 'wait', 'bet', 'thing', 'com', 'act', 'fast', 'hop', 'see', 'soon']",13.0,2018.0,1,0,0,-0.1303592715311438
2764,2764,@PaigeSabol Alert! We have a McD’s emergency! Someone get Paige McDonald's stat!,13,1,0,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['paigesabol', 'alert', 'mcds', 'emerg', 'someon', 'get', 'paig', 'mcdonalds', 'stat']",13.0,2018.0,1,0,0,-0.11549016631799225
2765,2765,@fabyboo_ This is what dreams are made of…. Hash Browns and you Faby!,13,1,3,3579034,0,0,0.0,0.0,0.4574,0.0,1.0,"['fabyboo', 'dream', 'mad', 'hash', 'brown', 'faby']",13.0,2018.0,1,0,0,-0.07655103033245954
2766,2766,@MLM72 Hi Mason! Thanks for reaching out. We like to keep things fresh so we change up our menu from time to time.,13,2,1,3579034,0,0,0.25,0.35,0.8313,0.0,1.0,"['mlm', 'hi', 'mason', 'thank', 'reach', 'lik', 'keep', 'thing', 'fresh', 'chang', 'menu', 'tim', 'tim']",13.0,2018.0,1,0,0,-0.0815819328805627
2767,2767,@_Gaaabbbyyy_ Alert! We have a McD’s emergency! Someone get them some McDonald's stat!,13,0,0,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['gaaabbbyyy', 'alert', 'mcds', 'emerg', 'someon', 'get', 'mcdonalds', 'stat']",13.0,2018.0,1,0,0,-0.14304056031531368
2768,2768,@iAmPaulSwartz Sounds good to us Paul! We're always craving the opportunity to see more of you. :),13,0,0,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['iampaulswartz', 'sound', 'good', 'us', 'paul', 'alway', 'crav', 'opportun', 'see']",13.0,2018.0,1,0,0,-0.0971318442202157
2769,2769,@braden_vanmeter Sounds good to us Braden! We are always craving the opportunity to see more of you. :),13,1,3,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['bradenvanmet', 'sound', 'good', 'us', 'brad', 'alway', 'crav', 'opportun', 'see']",13.0,2018.0,1,0,0,-0.0769828768466517
2770,2770,@TherealSerg_ Hey thanks for the love!,13,1,1,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['therealserg', 'hey', 'thank', 'lov']",13.0,2018.0,1,0,0,0.025123080757042636
2771,2771,@_desttinny You’re a real sweetheart Destiny! :),13,0,0,3579034,0,0,0.375,0.65,0.8221,0.0,1.0,"['desttinny', 'yo', 'real', 'sweetheart', 'destiny']",13.0,2018.0,1,0,0,-0.07049592365573189
2772,2772,@emilysweeen Alert! We have a McD’s emergency! Someone get Emily some McDonald's stat!,13,2,3,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['emilysweeen', 'alert', 'mcds', 'emerg', 'someon', 'get', 'emy', 'mcdonalds', 'stat']",13.0,2018.0,1,0,0,-0.11943462746375491
2773,2773,@Kinney_Sabryn Awesome! Bet you're making some people green with envy! :),13,0,1,3579034,0,0,0.4166666666666667,0.7666666666666666,0.7639,0.0,1.0,"['kinneysabryn', 'awesom', 'bet', 'yo', 'mak', 'peopl', 'green', 'envy']",13.0,2018.0,1,0,0,-0.07241805376027474
2774,2774,@modifiedkitt3n Sky you are making us hungry…,12,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['modifiedkittn', 'sky', 'mak', 'us', 'hungry']",13.0,2018.0,1,0,0,-0.11399460939347422
2775,2775,@KyleeSchassen Air high-five Kylee!,12,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['kyleeschass', 'air', 'highf', 'kyl']",13.0,2018.0,1,0,0,-0.08629794886049216
2776,2776,@MissDebbie95 Thanks for stopping by Debbie. Enjoy your meal! :),12,0,0,3579034,0,0,0.4,0.5666666666666667,0.8313,0.0,1.0,"['missdebby', 'thank', 'stop', 'debby', 'enjoy', 'meal']",13.0,2018.0,1,0,0,-0.1158146476499507
2777,2777,@ohhannaah We'll have one waiting for you! :),12,0,0,3579034,0,0,0.5,1.0,0.5093,0.0,1.0,"['ohhannaah', 'wel', 'on', 'wait']",13.0,2018.0,1,0,0,-0.1309303937318652
2778,2778,@Carly_Gill1313 Alert! We have a McD’s emergency! Someone get Carly a Rolo McFlurry stat!,12,1,2,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['carlygil', 'alert', 'mcds', 'emerg', 'someon', 'get', 'car', 'rolo', 'mcflurry', 'stat']",13.0,2018.0,1,0,0,-0.10599004445486587
2779,2779,@damnlemus Hello Marky! We like to evolve our menu so we change it up from time to time. Hope you find a new favorite!,12,0,0,3579034,0,0,0.3806818181818182,0.7272727272727273,0.8395,0.0,1.0,"['damnlem', 'hello', 'marky', 'lik', 'evolv', 'menu', 'chang', 'tim', 'tim', 'hop', 'find', 'new', 'favorit']",13.0,2018.0,1,0,0,-0.07724867496770252
2780,2780,@Whitney_Dawson Sounds like you’re livin’ the dream Whitney :),11,0,0,3579034,0,0,0.5,1.0,0.7579,0.0,1.0,"['whitneydawson', 'sound', 'lik', 'yo', 'livin', 'dream', 'whitney']",13.0,2018.0,1,0,0,-0.10411992148079144
2781,2781,@nustinjasta Air high-five Justin!,11,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['nustinjast', 'air', 'highf', 'justin']",13.0,2018.0,1,0,0,-0.14232247990020253
2782,2782,@iamcaristone Hey Cari! Sounds like you have great taste! :),11,0,1,3579034,0,0,0.75,0.875,0.8802,0.0,1.0,"['iamcariston', 'hey', 'car', 'sound', 'lik', 'gre', 'tast']",13.0,2018.0,1,0,0,-0.13113766415908001
2783,2783,@PabloFartz YES! We’re so pumped. 😍,11,0,0,3579034,0,0,0.0,0.0,0.5754,0.0,1.0,"['pablofartz', 'ye', 'pump']",13.0,2018.0,1,0,0,-0.17569799860738877
2784,2784,@Tone_Mass Hey Anthony! We like to evolve our menu so we change it up from time to time. Hope you find a new favorite!,11,0,1,3579034,0,0,0.3806818181818182,0.7272727272727273,0.8395,0.0,1.0,"['tonemass', 'hey', 'anthony', 'lik', 'evolv', 'menu', 'chang', 'tim', 'tim', 'hop', 'find', 'new', 'favorit']",13.0,2018.0,1,0,0,-0.08703082746516515
2785,2785,@DemetriClark5 The UberEATS website &amp; app will confirm if your address is eligible for delivery.,4,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['demetriclark', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",13.0,2018.0,1,0,0,-0.08039744404565236
2786,2786,@beccatrent2016 Thanks Becca! Sprite + us is just the perfect match!,4,0,1,3579034,0,0,0.625,0.6,0.8011,0.0,1.0,"['becc', 'thank', 'becc', 'sprite', 'us', 'perfect', 'match']",13.0,2018.0,1,0,0,-0.10106429345520085
2787,2787,@RedHorseRX Air high-five Gabby! ✋,3,1,2,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['redhorserx', 'air', 'highf', 'gabby']",13.0,2018.0,1,0,0,-0.12806806114035316
2788,2788,@Gage_Hall04 Love is in the eye of the beholder Gage so we hope you’ll get to be holdin’ more Honey Mustard Sauce soon.,3,0,0,3579034,0,0,0.5,0.55,0.8115,0.0,1.0,"['gagehal', 'lov', 'ey', 'behold', 'gag', 'hop', 'youl', 'get', 'holdin', 'honey', 'mustard', 'sauc', 'soon']",13.0,2018.0,1,0,0,-0.09389700430563305
2789,2789,@respectthebees That’s cool! Sounds like you have great taste! :),3,0,1,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['respecttheb', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",13.0,2018.0,1,0,0,-0.10796839129814079
2790,2790,@EthanDa28754224 Air high-five Ethan! ✋,3,1,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['ethand', 'air', 'highf', 'eth']",13.0,2018.0,1,0,0,-0.12611298371166577
2791,2791,@aquaaa_storm Thanks for the love! We’ll see you soon then. 😉,3,0,0,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['aquaaastorm', 'thank', 'lov', 'wel', 'see', 'soon']",13.0,2018.0,1,0,0,-0.09928449816263085
2792,2792,@HildnerReese Sounds good to us Reese! We are always craving the opportunity to see more of you. :),3,0,0,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['hildnerrees', 'sound', 'good', 'us', 'rees', 'alway', 'crav', 'opportun', 'see']",13.0,2018.0,1,0,0,-0.09003361877739643
2793,2793,@graneadloaf That’s cool Emma! Sounds like you have great taste! :),2,0,0,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['graneadloaf', 'that', 'cool', 'emm', 'sound', 'lik', 'gre', 'tast']",13.0,2018.0,1,0,0,-0.12274699190908647
2794,2794,@_Genes_is The UberEATS website &amp; app will confirm if your address is eligible for delivery.  😉,2,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['genes', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",13.0,2018.0,1,0,0,-0.06488510503388617
2795,2795,@Kdoggy93 Aw that’s great news Kendrick! We think you and our Tenders make a perfect team!,2,0,0,3579034,0,0,1.0,0.875,0.8745,0.0,1.0,"['kdoggy', 'aw', 'that', 'gre', 'new', 'kendrick', 'think', 'tend', 'mak', 'perfect', 'team']",13.0,2018.0,1,0,0,-0.12379625931882196
2796,2796,@_tiffanycutie Hey Tiffany thanks for the love!,1,1,1,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['tiffanycuty', 'hey', 'tiffany', 'thank', 'lov']",13.0,2018.0,1,0,0,-0.14585928084324318
2797,2797,@kalinsbeer Thanks for the love! We’ll see you soon then.,1,0,1,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['kalinsb', 'thank', 'lov', 'wel', 'see', 'soon']",13.0,2018.0,1,0,0,-0.1293086320314002
2798,2798,@Queen_kailand Hey thanks for the love!,1,0,1,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['queenkailand', 'hey', 'thank', 'lov']",13.0,2018.0,1,0,0,-0.07400705017747605
2799,2799,@flashyxx Thanks Hayime! We must be hearing the same tune because that’s music to our ears.,1,0,1,3579034,0,0,0.125,0.1625,0.4926,0.0,1.0,"['flashyxx', 'thank', 'hayim', 'must', 'hear', 'tun', 'that', 'mus', 'ear']",13.0,2018.0,1,0,0,-0.11797782788735217
2800,2800,@MattClick Air high-five Matt!,1,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['mattclick', 'air', 'highf', 'mat']",13.0,2018.0,1,0,0,-0.15632000286081862
2801,2801,@dadnaruto Sounds good to us! We'll keep waiting at the McDonald's hidden in the leaf.,1,0,1,3579034,0,0,0.3541666666666667,0.4666666666666667,0.4926,0.0,1.0,"['dadnaruto', 'sound', 'good', 'us', 'wel', 'keep', 'wait', 'mcdonalds', 'hid', 'leaf']",13.0,2018.0,1,0,0,-0.11892607324754237
2802,2802,@SHAY_DGAF Air high-five Shay!,1,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['shaydgaf', 'air', 'highf', 'shay']",13.0,2018.0,1,0,0,-0.11625169231469648
2803,2803,@TooFlyTy_ Aw you’re a real SWEETheart Ty! :),1,0,1,3579034,0,0,0.375,0.65,0.8805,0.0,1.0,"['tooflyty', 'aw', 'yo', 'real', 'sweetheart', 'ty']",13.0,2018.0,1,0,0,-0.13021001397361248
2804,2804,@EmilyH_1316 Sounds good to us Emily! We are always craving the opportunity to see more of you. :),1,0,0,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['emilyh', 'sound', 'good', 'us', 'emy', 'alway', 'crav', 'opportun', 'see']",13.0,2018.0,1,0,0,-0.06695359609568635
2805,2805,@christleagee Good things come to those who wait but better things come to those who act fast! Hope to see you soon Chris!,1,1,1,3579034,0,0,0.5041666666666667,0.5666666666666668,0.8816,0.0,1.0,"['christleagee', 'good', 'thing', 'com', 'wait', 'bet', 'thing', 'com', 'act', 'fast', 'hop', 'see', 'soon', 'chris']",13.0,2018.0,1,0,0,-0.14224844632431985
2806,2806,@prettyAssDeee Aw that’s great news! We think you and Hash Browns make a perfect team!,1,0,0,3579034,0,0,1.0,0.875,0.855,0.0,1.0,"['prettyassd', 'aw', 'that', 'gre', 'new', 'think', 'hash', 'brown', 'mak', 'perfect', 'team']",13.0,2018.0,1,0,0,-0.10335144045645378
2807,2807,@KoleIronshield Air high-five!,1,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['koleironshield', 'air', 'highf']",13.0,2018.0,1,0,0,-0.1469604169613486
2808,2808,@Elisabeth_Paige Alert! We have a McD’s emergency! Someone get Paige some McDonald's stat!,1,0,1,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['elisabethpaig', 'alert', 'mcds', 'emerg', 'someon', 'get', 'paig', 'mcdonalds', 'stat']",13.0,2018.0,1,0,0,-0.149954074859938
2809,2809,@Becca_McD Air high-five Becca!,1,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['beccamcd', 'air', 'highf', 'becc']",13.0,2018.0,1,0,0,-0.13038724409000652
2810,2810,@lowkeygabiii What a coincidence! A McGriddles breakfast sandwich was just saying the same thing about you! You two… https://t.co/azPncBsVXY,1,0,1,3579034,0,0,0.0,0.125,0.0,0.0,1.0,"['lowkeygabii', 'coincid', 'mcgriddles', 'breakfast', 'sandwich', 'say', 'thing', 'two', 'httpstcoazpncbsvxy']",13.0,2018.0,1,0,1,-0.05800601462965599
2811,2811,@haidenkreber Sounds good to us Haiden! We are always craving the opportunity to see more of you. :),1,0,1,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['haidenkreb', 'sound', 'good', 'us', 'haid', 'alway', 'crav', 'opportun', 'see']",13.0,2018.0,1,0,0,-0.10448139584770322
2812,2812,@Horton539 Billy you are making us hungry…,1,1,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['horton', 'bil', 'mak', 'us', 'hungry']",13.0,2018.0,1,0,0,0.007953093323288682
2813,2813,@cgoldthwaite20 Hey thanks for the love!,1,0,0,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['cgoldthwait', 'hey', 'thank', 'lov']",13.0,2018.0,1,0,0,-0.09450167363336026
2814,2814,@JonessColton Thanks Colt! Sprite + us is just the perfect match!,1,0,1,3579034,0,0,0.625,0.6,0.8011,0.0,1.0,"['jonesscolton', 'thank', 'colt', 'sprite', 'us', 'perfect', 'match']",13.0,2018.0,1,0,0,-0.07161324878618146
2815,2815,@ninaa_andreaaa Glad you feel that way Selena! Maybe we can be best fry-nds!,1,0,1,3579034,0,0,0.8125,0.65,0.8309,0.0,1.0,"['ninaaandreaa', 'glad', 'feel', 'way', 'selen', 'mayb', 'best', 'frynd']",13.0,2018.0,1,0,0,-0.11864381617302394
2816,2816,@areudrunkniall Treat yourself Sienna! You've earned it!,1,1,0,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['areudrunknial', 'tre', 'sienn', 'youv', 'earn']",13.0,2018.0,1,0,0,-0.14342935816551639
2817,2817,@LakilaLashay Thanks Lakila! Sprite Tropic Berry + us is just the perfect match!,1,1,0,3579034,0,0,0.625,0.6,0.8011,0.0,1.0,"['lakilalashay', 'thank', 'lakil', 'sprite', 'trop', 'berry', 'us', 'perfect', 'match']",13.0,2018.0,1,0,0,-0.09162859391685874
2818,2818,@ashhhfrench Alert! We have a McD’s emergency! Someone get Ash a Sweet Tea stat!,1,1,1,3579034,0,0,0.4375,0.65,0.5386,0.0,1.0,"['ashhhfrench', 'alert', 'mcds', 'emerg', 'someon', 'get', 'ash', 'sweet', 'tea', 'stat']",13.0,2018.0,1,0,0,-0.12427736158708066
2819,2819,@lexi_lujack Good things come to those who wait but better things come to those who act fast! Hope to see you soon Lexi!,1,1,0,3579034,0,0,0.5041666666666667,0.5666666666666668,0.8816,0.0,1.0,"['lexilujack', 'good', 'thing', 'com', 'wait', 'bet', 'thing', 'com', 'act', 'fast', 'hop', 'see', 'soon', 'lex']",13.0,2018.0,1,0,0,-0.11654113034852037
2820,2820,@gorgeous_zii The UberEATS website &amp; app will confirm if your address is eligible for delivery.,1,1,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['gorgeouszi', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",13.0,2018.0,1,0,0,-0.06230551536461082
2821,2821,@4Anarchyy Hey thanks for the love!,1,1,0,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['anarchyy', 'hey', 'thank', 'lov']",13.0,2018.0,1,0,0,-0.13023894645920084
2822,2822,@deserirose Because you deserve nothing but the best Deseri! :),1,1,0,3579034,0,0,0.75,0.65,-0.2129,0.0,1.0,"['deseriros', 'deserv', 'noth', 'best', 'deser']",13.0,2018.0,1,0,0,-0.13202962093494303
2823,2823,@eemmaam We like to evolve our menu so we change it up from time to time. Hope you find a new favorite Emma!,1,2,4,3579034,0,0,0.3806818181818182,0.7272727272727273,0.8268,0.0,1.0,"['eemmaam', 'lik', 'evolv', 'menu', 'chang', 'tim', 'tim', 'hop', 'find', 'new', 'favorit', 'emm']",13.0,2018.0,1,0,0,-0.06763603421941103
2824,2824,@Bre_Everhart Thanks Bre! Sprite + us is just the perfect match!,1,1,0,3579034,0,0,0.625,0.6,0.8011,0.0,1.0,"['breeverhart', 'thank', 'bre', 'sprite', 'us', 'perfect', 'match']",13.0,2018.0,1,0,0,-0.08286625335053437
2825,2825,@SupHuppy Glad you feel that way Samantha! Maybe we can be best fry-nds!,1,1,0,3579034,0,0,0.8125,0.65,0.8309,0.0,1.0,"['suphuppy', 'glad', 'feel', 'way', 'samanth', 'mayb', 'best', 'frynd']",13.0,2018.0,1,0,0,-0.15155854036086358
2826,2826,@jaden__newsome Aw thanks Jaden you must be the sweetest person on Earth :),1,1,2,3579034,0,0,0.35,0.6,0.7096,0.0,1.0,"['jadennewsom', 'aw', 'thank', 'jad', 'must', 'sweetest', 'person', 'ear']",13.0,2018.0,1,0,0,-0.11314096232832427
2827,2827,@spompa_ Sounds good to us! We are always craving the opportunity to see more of you. :),1,1,0,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['spomp', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",13.0,2018.0,1,0,0,-0.09692833621349117
2828,2828,@_Caatina Treat yourself Catina! You've earned it!,1,1,0,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['caatin', 'tre', 'catin', 'youv', 'earn']",13.0,2018.0,1,0,0,-0.14160241845954652
2829,2829,@allsilvachainz_ Treat yourself! You've earned it!,1,1,0,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['allsilvachainz', 'tre', 'youv', 'earn']",13.0,2018.0,1,0,0,-0.09433185755894055
2830,2830,@dindilouise Air high-five!,1,2,4,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['dindilou', 'air', 'highf']",13.0,2018.0,1,0,0,-0.09897485537809472
2831,2831,@AlyssaStarkey_ Alert! We have a McD’s emergency! Someone get Alyssa a Dr. Pepper stat!,1,1,3,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['alyssastarkey', 'alert', 'mcds', 'emerg', 'someon', 'get', 'alyss', 'dr', 'pep', 'stat']",13.0,2018.0,1,0,0,-0.12476332384153019
2832,2832,@paitynmanning Because you deserve nothing but the best Pait! :),1,1,2,3579034,0,0,0.75,0.65,-0.2129,0.0,1.0,"['paitynman', 'deserv', 'noth', 'best', 'pait']",13.0,2018.0,1,0,0,-0.11792402549593237
2833,2833,@morganxanderson Alert! We have a McD’s emergency! Someone get Morgan some Chocolatey Chip Cookies stat!,1,2,2,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['morganxanderson', 'alert', 'mcds', 'emerg', 'someon', 'get', 'morg', 'chocolatey', 'chip', 'cooky', 'stat']",13.0,2018.0,1,0,0,-0.12308453164817848
2834,2834,@_isabellucio Because you deserve nothing but the best Isabel! :),1,2,1,3579034,0,0,0.75,0.65,-0.2129,0.0,1.0,"['isabellucio', 'deserv', 'noth', 'best', 'isabel']",13.0,2018.0,1,0,0,-0.12416105102420694
2835,2835,@KellyKelzMonroe Thanks for stopping by Kelly! :),1,1,0,3579034,0,0,0.375,0.6,0.68,0.0,1.0,"['kellykelzmonro', 'thank', 'stop', 'kel']",13.0,2018.0,1,0,0,-0.1293288832524944
2836,2836,@jakery1627 Jake the UberEATS website &amp; app will confirm if your address is eligible for delivery.,1,1,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['jakery', 'jak', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",13.0,2018.0,1,0,0,-0.07143652899243753
2837,2837,@Leona_Prodouz Leona you are making us hungry…,1,1,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['leonaprodouz', 'leon', 'mak', 'us', 'hungry']",13.0,2018.0,1,0,0,-0.10514643407484695
2838,2838,@Sharky180 Hey thanks for the love!,1,1,0,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['sharky', 'hey', 'thank', 'lov']",13.0,2018.0,1,0,0,-0.13744010247905625
2839,2839,@Dominic_209 Alert! We have a McD’s emergency! Someone get Dominic some McDonald's stat!,1,2,1,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['domin', 'alert', 'mcds', 'emerg', 'someon', 'get', 'domin', 'mcdonalds', 'stat']",13.0,2018.0,1,0,0,-0.13648185827512743
2840,2840,@_braandiiii Because you deserve nothing but the best Brandi! :),1,1,1,3579034,0,0,0.75,0.65,-0.2129,0.0,1.0,"['braandiii', 'deserv', 'noth', 'best', 'brand']",13.0,2018.0,1,0,0,-0.10786560615062021
2841,2841,@bluejaybeauty The UberEATS website &amp; app will confirm if your address is eligible for delivery.,1,1,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['bluejaybeauty', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",13.0,2018.0,1,0,0,-0.07370327878294367
2842,2842,@treshaunadams2 That’s cool Treshaun! Sounds like you have great taste! :),1,2,0,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,0.0,"['treshaunadam', 'that', 'cool', 'treshaun', 'sound', 'lik', 'gre', 'tast']",13.0,2018.0,1,0,0,-0.0994265900374397
2843,2843,@gracesegundo We hope you still enjoyed your meal Grace! 😊,0,1,1,3579034,0,0,0.625,0.7,0.8516,0.0,1.0,"['gracesegundo', 'hop', 'stil', 'enjoy', 'meal', 'grac']",13.0,2018.0,1,0,0,-0.08225098632943689
2844,2844,@LillyAtha Lilly individual restaurants determine menu prices which may vary based on a variety of local or nation… https://t.co/rVcrQ0Wbnp,0,1,0,3579034,0,0,0.0,0.2,0.0,0.0,1.0,"['lillyath', 'lil', 'individ', 'resta', 'determin', 'menu', 'pric', 'may', 'vary', 'bas', 'vary', 'loc', 'nat', 'httpstcorvcrqwbnp']",13.0,2018.0,1,0,1,-0.048661655914106455
2845,2845,@TheKarapka We mean our Big Mac is kind of a big deal D.J. Come see us again sometime!,0,1,0,3579034,0,0,0.071875,0.446875,0.0,0.0,1.0,"['thekarapk', 'mean', 'big', 'mac', 'kind', 'big', 'deal', 'dj', 'com', 'see', 'us', 'sometim']",13.0,2018.0,1,0,0,-0.11247143082071057
2846,2846,@joslayy Sounds good to us Jose! We are always craving the opportunity to see more of you. :),0,1,3,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['joslayy', 'sound', 'good', 'us', 'jos', 'alway', 'crav', 'opportun', 'see']",13.0,2018.0,1,0,0,-0.0987519796803217
2847,2847,@_cierraaab Hi Cierra! Our shake and soft serve ice cream machines undergo heat treatment cycles every 24 hrs—they… https://t.co/t2co2I8bsj,0,1,0,3579034,0,0,0.1,0.35,-0.2481,0.0,1.0,"['cierraaab', 'hi', 'cierr', 'shak', 'soft', 'serv', 'ic', 'cream', 'machin', 'undergo', 'heat', 'tre', 'cyc', 'every', 'hrsthey', 'httpstcotcoibsj']",13.0,2018.0,1,0,1,-0.023067638303809063
2848,2848,@xoxocinndy_ Sounds like you’re livin’ the dream Cindy! 😊,0,1,1,3579034,0,0,0.0,0.0,0.5848,0.0,1.0,"['xoxocinndy', 'sound', 'lik', 'yo', 'livin', 'dream', 'cindy']",13.0,2018.0,1,0,0,-0.07317839615908464
2849,2849,@kelvins817 Sounds like you’re livin’ the dream Kelvin! 😍,0,1,1,3579034,0,0,0.0,0.0,0.5848,0.0,1.0,"['kelvin', 'sound', 'lik', 'yo', 'livin', 'dream', 'kelvin']",13.0,2018.0,1,0,0,-0.08838937603563121
2850,2850,@DM_PapiChulo Breakfast game on point.,0,1,0,3579034,0,0,-0.4,0.4,0.0,0.0,1.0,"['dmpapichulo', 'breakfast', 'gam', 'point']",13.0,2018.0,1,0,0,-0.04308464808557101
2851,2851,@slightvanilla YES! Treat yourself Breeanna! You've earned it!,23,0,2,3579034,0,0,0.0,0.0,0.7911,0.0,1.0,"['slightvanill', 'ye', 'tre', 'breeann', 'youv', 'earn']",13.0,2018.0,1,0,0,-0.1016581886157224
